의안ID,의안번호,법안명,카테고리,제안자,대표발의자,제안일,소관위원회,처리상태,처리단계,처리결과,상임위회부일,상임위처리일,상임위결과,법사위회부일,법사위처리일,법사위결과,상태변경,상세링크,AI요약,최종수집일
PRC_R2S4R0P9P2L1M1K5K3J8K4I3I0Q1P0,2205205,산업안전보건법 일부개정법률안,기후에너지환경노동위,"문진석의원(민주당, 재선, 충남 천안시갑) 등 11인",문진석,2024-11-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2S4R0P9P2L1M1K5K3J8K4I3I0Q1P0,,2026-08-30 09:18
PRC_S2R4R1Q1M0L1J1I6R4P6O2P6O3V4X8,2205201,금융실명거래 및 비밀보장에 관한 법률 일부개정법률안,정무위,"천준호의원(민주당, 재선, 서울 강북구갑) 등 10인",천준호,2024-11-04,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2R4R1Q1M0L1J1I6R4P6O2P6O3V4X8,,2026-08-30 09:18
PRC_L2K4G1F0G2E9D0L9K1I4H5I1Q3P6O7,2205199,근로기준법 일부개정법률안,기후에너지환경노동위,"정혜경의원(더불어민주연합, 초선, 비례대표) 등 12인",정혜경,2024-11-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2K4G1F0G2E9D0L9K1I4H5I1Q3P6O7,,2026-08-30 09:18
PRC_I2R4Q0O9N3V0U1T6U4T1B3A1A8Z8X6,2205198,보조금 관리에 관한 법률 일부개정법률안,재정경제기획위,"송언석의원(국민의힘(前 통합당), 3선, 경북 김천시) 등 10인",송언석,2024-11-04,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2R4Q0O9N3V0U1T6U4T1B3A1A8Z8X6,,2026-08-30 09:18
PRC_B2C4B1A0Z2H8F1E1F2D7Z4Y0X6V2W4,2205194,노동조합 및 노동관계조정법 일부개정법률안,기후에너지환경노동위,"정혜경의원(더불어민주연합, 초선, 비례대표) 등 12인",정혜경,2024-11-04,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2C4B1A0Z2H8F1E1F2D7Z4Y0X6V2W4,,2026-08-30 09:18
PRC_I2J4I1Q0O3N1L1U4V5U2S2Q9N0L2M7,2205193,조세특례제한법 일부개정법률안,재정경제기획위,"전재수의원(민주당, 3선, 부산 북구갑) 등 11인",전재수,2024-11-04,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2J4I1Q0O3N1L1U4V5U2S2Q9N0L2M7,,2026-08-30 09:18
PRC_W2T4V1I1I0R4K1R0J5O4H4F9G8Q0D8,2205191,주택임대차보호법 일부개정법률안,법사위,"박용갑의원(민주당, 초선, 대전 중구) 등 12인",박용갑,2024-11-04,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-05,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2T4V1I1I0R4K1R0J5O4H4F9G8Q0D8,,2026-08-30 09:18
PRC_Q2O4P0N9O2V3W1V1T3T8R0T4O3P0N5,2205190,온라인 플랫폼 시장 독점규제에 관한 법률안,정무위,"한창민의원(더불어민주연합, 초선, 비례대표) 등 13인",한창민,2024-11-01,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2O4P0N9O2V3W1V1T3T8R0T4O3P0N5,,2026-08-30 09:18
PRC_O2P4N0O9M2M3U1T1T3S9S1Q4R7Z9A1,2205188,온라인 플랫폼 중개거래의 공정화에 관한 법률안,정무위,"한창민의원(더불어민주연합, 초선, 비례대표) 등 12인",한창민,2024-11-01,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2P4N0O9M2M3U1T1T3S9S1Q4R7Z9A1,,2026-08-30 09:18
PRC_I2Q4P1O0N2N8I1I5H4F4O5M5N3M1K2,2205187,국회법 일부개정법률안,운영위,"최수진의원(국민의미래, 초선, 비례대표) 등 16인",최수진,2024-11-01,국회운영위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2Q4P1O0N2N8I1I5H4F4O5M5N3M1K2,,2026-08-30 09:18
PRC_X2W4E0D9C2B6J1G0F0O4N1M8L8H9G4,2205186,병역법 일부개정법률안,국방위,"김병주의원(민주당(前 더불어시민당), 재선, 경기 남양주시을) 등 10인",김병주,2024-11-01,국방위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2W4E0D9C2B6J1G0F0O4N1M8L8H9G4,,2026-08-30 09:18
PRC_Z2X4V1E0C3B1A1B1J3I5G1F6N6O5N2,2205184,새마을금고법 일부개정법률안,행안위,"강준현의원(민주당, 재선, 세종특별자치시을) 등 10인",강준현,2024-11-01,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2X4V1E0C3B1A1B1J3I5G1F6N6O5N2,,2026-08-30 09:18
PRC_A2Z4A1Z0V3T0S1Q0Z4A4F1C4A0Z5X2,2205183,도로교통법 일부개정법률안,행안위,"김도읍의원(국민의힘(前 통합당), 4선, 부산 강서구) 등 10인",김도읍,2024-11-01,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_A2Z4A1Z0V3T0S1Q0Z4A4F1C4A0Z5X2,,2026-08-30 09:18
PRC_U2V4U1D0B3A1Y1H1F3G6F0D2G8O5M3,2205182,신용협동조합법 일부개정법률안,정무위,"강준현의원(민주당, 재선, 세종특별자치시을) 등 10인",강준현,2024-11-01,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2V4U1D0B3A1Y1H1F3G6F0D2G8O5M3,,2026-08-30 09:18
PRC_K2J4G1E0C3B1C1L1J3I4G4O7P8O3N0,2205181,상호저축은행법 일부개정법률안,정무위,"강준현의원(민주당, 재선, 세종특별자치시을) 등 10인",강준현,2024-11-01,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2J4G1E0C3B1C1L1J3I4G4O7P8O3N0,,2026-08-30 09:18
PRC_V2E4F1C0B3J1H1I1H3G6B5A3B4Z1Y2,2205180,자본시장과 금융투자업에 관한 법률 일부개정법률안,정무위,"강준현의원(민주당, 재선, 세종특별자치시을) 등 10인",강준현,2024-11-01,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2E4F1C0B3J1H1I1H3G6B5A3B4Z1Y2,,2026-08-30 09:18
PRC_Y2X4F1E0E3D1C1K1I3J7I2G9O2N1O6,2205179,농업협동조합법 일부개정법률안,농해수위,"강준현의원(민주당, 재선, 세종특별자치시을) 등 10인",강준현,2024-11-01,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2X4F1E0E3D1C1K1I3J7I2G9O2N1O6,,2026-08-30 09:18
PRC_J2I4J1I0D3C1B1Z1A3I8H1F5E8F2N9,2205178,산림조합법 일부개정법률안,농해수위,"강준현의원(민주당, 재선, 세종특별자치시을) 등 10인",강준현,2024-11-01,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2I4J1I0D3C1B1Z1A3I8H1F5E8F2N9,,2026-08-30 09:18
PRC_P2Q4F1E0C3B1J1K1J3H5G4O1P1O8M8,2205177,수산업협동조합법 일부개정법률안,농해수위,"강준현의원(민주당, 재선, 세종특별자치시을) 등 10인",강준현,2024-11-01,농림축산식품해양수산위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2Q4F1E0C3B1J1K1J3H5G4O1P1O8M8,,2026-08-30 09:18
PRC_I2H4W1X0W3U1S1B1Z4A7Z3A1B2A1I6,2205175,고위험 성폭력범죄자의 거주지 제한 등에 관한 법률안,법사위,"박해철의원(민주당, 초선, 경기 안산시병) 등 12인",박해철,2024-11-01,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2H4W1X0W3U1S1B1Z4A7Z3A1B2A1I6,,2026-08-30 09:18
PRC_T2S4R1Q0Y3W1V1U1C3E6E2C9B5J3I5,2205174,우체국예금·보험에 관한 법률 일부개정법률안,과방위,"강준현의원(민주당, 재선, 세종특별자치시을) 등 10인",강준현,2024-11-01,과학기술정보방송통신위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2S4R1Q0Y3W1V1U1C3E6E2C9B5J3I5,,2026-08-30 09:18
PRC_D2J4I0H9P2O4N1M7I1H7G2F6N4K8I1,2205172,구직자 취업촉진 및 생활안정지원에 관한 법률 일부개정법률안,기후에너지환경노동위,"강득구의원(민주당, 재선, 경기 안양시만안구) 등 11인",강득구,2024-11-01,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2J4I0H9P2O4N1M7I1H7G2F6N4K8I1,,2026-08-30 09:18
PRC_B2Z4A0Z8G2H0F1G7E4F1D0S8T2R0S9,2205170,자본시장과 금융투자업에 관한 법률 일부개정법률안,정무위,"정태호의원(민주당, 재선, 서울 관악구을) 등 15인",정태호,2024-11-01,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2Z4A0Z8G2H0F1G7E4F1D0S8T2R0S9,,2026-08-30 09:18
PRC_D2L4J1K0J3I0E1P5L0K3J5H3P0O9P4,2205169,조세특례제한법 일부개정법률안,재정경제기획위,"전재수의원(민주당, 3선, 부산 북구갑) 등 13인",전재수,2024-11-01,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2L4J1K0J3I0E1P5L0K3J5H3P0O9P4,,2026-08-30 09:18
PRC_C2D4B0B9A2A3Y0O8O3M4N3L1M8K0L1,2205168,온실가스 배출권의 할당 및 거래에 관한 법률 일부개정법률안,기후위기특위,"이용우의원(민주당, 초선, 인천 서구을) 등 11인",이용우,2024-11-01,기후위기 특별위원회,상임위 심사,상임위 심사,심사중,2026-06-23,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2D4B0B9A2A3Y0O8O3M4N3L1M8K0L1,,2026-08-30 09:18
PRC_Y2G4F1E0D3D1M1K6J5H7I2R8P2N2M7,2205166,제주특별자치도 제주시·서귀포시의 설치 등에 관한 법률안,행안위,"김한규의원(민주자유당(前 민주정의당), 재선, 대구 달서구갑) 등 15인",김한규,2024-11-01,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2G4F1E0D3D1M1K6J5H7I2R8P2N2M7,,2026-08-30 09:18
PRC_H2E4B1A0X2G1F0R9O1N4W3U0T6P8M7,2205164,국민건강보험법 일부개정법률안,복지위,"김윤의원(더불어민주연합, 초선, 비례대표) 등 10인",김윤,2024-11-01,보건복지위원회,상임위 심사 · 폐기,상임위 심사,대안반영폐기,2024-11-04,2026-04-29,대안반영폐기,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2E4B1A0X2G1F0R9O1N4W3U0T6P8M7,,2026-08-30 09:18
PRC_F2E4F1E0C3K1J1K1I0H4P1O8M4N0M8,2205162,주택임대차보호법 일부개정법률안,법사위,"박용갑의원(민주당, 초선, 대전 중구) 등 13인",박용갑,2024-11-01,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2E4F1E0C3K1J1K1I0H4P1O8M4N0M8,,2026-08-30 09:18
PRC_N2W4W0U7V0U8U1S0T5B4Z0A3Y4Z3X8,2205161,소방공무원 보건안전 및 복지 기본법 일부개정법률안,행안위,"진선미의원(민주당, 4선, 서울 강동구갑) 등 10인",진선미,2024-11-01,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2W4W0U7V0U8U1S0T5B4Z0A3Y4Z3X8,,2026-08-30 09:18
PRC_E2M4K1J0I3J0R1Q3O2N8O3K5J5H1F6,2205160,벤처기업육성에 관한 특별법 일부개정법률안,산자위,"김소희의원(국민의미래, 초선, 비례대표) 등 19인",김소희,2024-11-01,산업통상자원중소벤처기업위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2M4K1J0I3J0R1Q3O2N8O3K5J5H1F6,,2026-08-30 09:18
PRC_P2O4V0W8U2V0T1U3S3A8B0Z2A2Y5Z1,2205158,초·중등교육법 일부개정법률안,교육위,"김민전의원(국민의미래, 초선, 비례대표) 등 13인",김민전,2024-11-01,교육위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2O4V0W8U2V0T1U3S3A8B0Z2A2Y5Z1,,2026-08-30 09:18
PRC_D2C4Y1W0V2U4C0D8C4B6Z5H6G4E7F9,2205157,국제금융기구에의 가입조치에 관한 법률 일부개정법률안,재정경제기획위,"박홍근의원(민주당, 4선, 서울 중랑구을) 등 10인",박홍근,2024-11-01,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2C4Y1W0V2U4C0D8C4B6Z5H6G4E7F9,,2026-08-30 09:18
PRC_U2V4U1S0O2N4L0K8L4T7S5Q8P7Q5Y4,2205156,국유재산법 일부개정법률안,재정경제기획위,"박홍근의원(민주당, 4선, 서울 중랑구을) 등 10인",박홍근,2024-11-01,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-04,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2V4U1S0O2N4L0K8L4T7S5Q8P7Q5Y4,,2026-08-30 09:18
PRC_Y2W4X0S9T1S9S1Q6R2P6X3Y0W1X0V1,2205154,소방시설 설치 및 관리에 관한 법률 일부개정법률안,행안위,"오세희의원(더불어민주연합, 초선, 비례대표) 등 11인",오세희,2024-10-31,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2W4X0S9T1S9S1Q6R2P6X3Y0W1X0V1,,2026-08-30 09:18
PRC_N2O4M0M9L1T9T1S6S2Q5P3Q1X2Y4W8,2205151,전기안전관리법 일부개정법률안,기후에너지환경노동위,"오세희의원(더불어민주연합, 초선, 비례대표) 등 12인",오세희,2024-10-31,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2025-10-28,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2O4M0M9L1T9T1S6S2Q5P3Q1X2Y4W8,,2026-08-30 09:18
PRC_S2P4N1M0L3L1U1S1R1Q6A4Z5Y8W5F4,2205147,소득세법 일부개정법률안,재정경제기획위,"최은석의원(국민의힘, 초선, 대구 동구군위군갑) 등 10인",최은석,2024-10-31,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-10-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2P4N1M0L3L1U1S1R1Q6A4Z5Y8W5F4,,2026-08-30 09:18
PRC_Y2T4S1T0R2Q8Y1X7W5X6W5E3G8G1E4,2205146,가상자산 이용자 보호 등에 관한 법률 일부개정법률안,정무위,"민병덕의원(민주당, 재선, 경기 안양시동안구갑) 등 14인",민병덕,2024-10-31,정무위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2T4S1T0R2Q8Y1X7W5X6W5E3G8G1E4,,2026-08-30 09:18
PRC_V2U4R1O0M2L2K1Z7Z2V6E2D7C1B4H5,2205145,담배사업법 일부개정법률안,재정경제기획위,"박성훈의원(국민의힘, 초선, 부산 북구을) 등 10인",박성훈,2024-10-31,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2U4R1O0M2L2K1Z7Z2V6E2D7C1B4H5,,2026-08-30 09:18
PRC_X2V4U1T0U2Q8O1M5L5M1U5T1R8S3R3,2205142,민간임대주택에 관한 특별법 일부개정법률안,국토위,"복기왕의원(민주당(前 열린우리당), 재선, 충남 아산시갑) 등 12인",복기왕,2024-10-31,국토교통위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_X2V4U1T0U2Q8O1M5L5M1U5T1R8S3R3,,2026-08-30 09:18
PRC_I2G4H1X0V2U9S1B6Z0A6Z5X8G6E8D7,2205140,물류시설의 개발 및 운영에 관한 법률 일부개정법률안,국토위,"엄태영의원(국민의힘(前 통합당), 재선, 충북 제천시단양군) 등 10인",엄태영,2024-10-31,국토교통위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_I2G4H1X0V2U9S1B6Z0A6Z5X8G6E8D7,,2026-08-30 09:18
PRC_M2A4Y1X0F3E0D0D9C3L8J5I0G9H2D4,2205138,공공주택 특별법 일부개정법률안,국토위,"복기왕의원(민주당(前 열린우리당), 재선, 충남 아산시갑) 등 11인",복기왕,2024-10-31,국토교통위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2A4Y1X0F3E0D0D9C3L8J5I0G9H2D4,,2026-08-30 09:18
PRC_O2U4S1B0Z3Y0Z0Y8U2Z3Y2Z0X7G4E9,2205137,온실가스 배출권의 할당 및 거래에 관한 법률 일부개정법률안,기후위기특위,"이용우의원(민주당, 초선, 인천 서구을) 등 10인",이용우,2024-10-31,기후위기 특별위원회,상임위 심사,상임위 심사,심사중,2026-06-23,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2U4S1B0Z3Y0Z0Y8U2Z3Y2Z0X7G4E9,,2026-08-30 09:18
PRC_V2W4S0S8Q1P6P1O1O0W6X1V1U0U6S7,2205135,국세기본법 일부개정법률안,재정경제기획위,"임광현의원(더불어민주연합, 초선, 비례대표) 등 15인",임광현,2024-10-31,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-10-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2W4S0S8Q1P6P1O1O0W6X1V1U0U6S7,,2026-08-30 09:18
PRC_R2Z4Y1X0V1W4F1D3C4A7B1J9H8G8H7,2205134,디지털 헬스케어 진흥 및 보건의료정보 활용 촉진에 관한 법률안,복지위,"안상훈의원(국민의미래, 초선, 비례대표) 등 10인",안상훈,2024-10-31,보건복지위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Z4Y1X0V1W4F1D3C4A7B1J9H8G8H7,,2026-08-30 09:18
PRC_K2J4I1H0P3N1M1N4M1U4O4W6V1T3S2,2205133,조세특례제한법 일부개정법률안,재정경제기획위,"박수영의원(국민의힘(前 통합당), 재선, 부산 남구) 등 13인",박수영,2024-10-31,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-10-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_K2J4I1H0P3N1M1N4M1U4O4W6V1T3S2,,2026-08-30 09:18
PRC_V2U4C1B0M0V7T1S8Q0R5N5M0K5J2R1,2205132,부마민주항쟁 관련자의 명예회복 및 보상 등에 관한 법률 일부개정법률안,행안위,"전재수의원(민주당, 3선, 부산 북구갑) 등 10인",전재수,2024-10-31,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2U4C1B0M0V7T1S8Q0R5N5M0K5J2R1,,2026-08-30 09:18
PRC_S2T4R0P6Q1Y0Y1X3X5W6U1V7D0D9B3,2205129,상법 일부개정법률안,법사위,"전재수의원(민주당, 3선, 부산 북구갑) 등 10인",전재수,2024-10-31,법제사법위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2T4R0P6Q1Y0Y1X3X5W6U1V7D0D9B3,,2026-08-30 09:18
PRC_R2Z4Y1K0J3K1I1H4D1C6B0B0A4I9H4,2205128,소득세법 일부개정법률안,재정경제기획위,"박수영의원(국민의힘(前 통합당), 재선, 부산 남구) 등 13인",박수영,2024-10-31,재정경제기획위원회,상임위 심사,상임위 심사,심사중,2024-10-31,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_R2Z4Y1K0J3K1I1H4D1C6B0B0A4I9H4,,2026-08-30 09:18
PRC_J2H4H0F9H0F4F1N6M0M4K1L7K4K4G3,2205127,주민소환에 관한 법률 일부개정법률안,행안위,"민형배의원(민주당, 재선, 광주 광산구을) 등 11인",민형배,2024-10-31,행정안전위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_J2H4H0F9H0F4F1N6M0M4K1L7K4K4G3,,2026-08-30 09:18
PRC_E2D4B1K0I3H1I1G1P0N3M5L5H2H2G1,2205125,근로기준법 일부개정법률안,기후에너지환경노동위,"김태년의원(민주당, 5선, 경기 성남시수정구) 등 10인",김태년,2024-10-31,기후에너지환경노동위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_E2D4B1K0I3H1I1G1P0N3M5L5H2H2G1,,2026-08-30 09:18
PRC_Y2G4G0F9F1D6E1C0D5Z9Z5X4Y0X5V5,2205123,국회법 일부개정법률안,운영위,"위성곤의원(민주당, 3선, 제주 서귀포시) 등 13인",위성곤,2024-10-31,국회운영위원회,상임위 심사,상임위 심사,심사중,2024-11-01,,,,,,,https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Y2G4G0F9F1D6E1C0D5Z9Z5X4Y0X5V5,,2026-08-30 09:18
